stud_id,name,gender,age,height,weight,religion,nc_score,semester,major,minor,score1,score2,online_tutorial,graduated,salary
619110,"Seidenfeld, Vanessa",Female,20,169,71.7,Other,2.51,5th,Political Science,Economics and Finance,61.0,64.0,0,0,
185677,"Thomas, Flor",Female,22,168,71.3,Other,3.19,2nd,Economics and Finance,Biology,,,0,0,
834279,"Lanza, Kristian",Male,21,184,84.0,Other,1.53,1st,Mathematics and Statistics,Economics and Finance,,,0,0,
691872,"Chang, Michael",Male,20,181,83.1,Protestant,2.18,4th,Political Science,Social Sciences,47.0,55.0,0,0,
839506,"Dye, Natasha",Female,24,167,66.1,Protestant,1.06,4th,Political Science,Environmental Sciences,51.0,63.0,0,0,
646976,"Jones, Carsen",Male,22,182,84.6,Protestant,1.46,6th,Mathematics and Statistics,Economics and Finance,93.0,92.0,1,0,
839916,"Rauda, Cristina",Female,21,152,62.2,Other,3.89,3rd,Biology,Political Science,82.0,79.0,1,0,
568594,"Ellington, Phillip",Male,23,168,70.2,Muslim,1.23,1st,Economics and Finance,Mathematics and Statistics,,,0,0,
461824,"Cazares, Kenitra",Female,22,162,64.7,Catholic,3.58,5th,Political Science,Economics and Finance,56.0,54.0,1,1,34299.46
416754,"Morgan, Anthony",Male,22,188,87.0,Other,2.35,>6th,Social Sciences,Economics and Finance,40.0,47.0,1,1,49079.84
138988,"Vang, Isaiah",Male,18,189,91.9,Orthodox,3.29,4th,Social Sciences,Biology,47.0,44.0,1,0,
455297,"Slayton, Logan",Male,20,166,67.1,Catholic,2.56,1st,Economics and Finance,Political Science,,,0,0,
911519,"Intravaia, Liliana",Female,20,160,61.9,Other,1.49,3rd,Social Sciences,Political Science,38.0,44.0,0,0,
559832,"Ching, Dashun",Male,20,174,73.8,Other,1.47,2nd,Political Science,Environmental Sciences,,,0,0,
483125,"Tew, Krisa",Female,22,165,64.8,Other,1.17,1st,Environmental Sciences,Biology,,,0,0,
389690,"Valdoria, Loc",Male,26,179,82.6,Catholic,1.2,3rd,Political Science,Biology,58.0,59.0,1,0,
742378,"Jones, Lisa",Female,23,168,71.6,Other,3.87,1st,Economics and Finance,Environmental Sciences,,,0,0,
374542,"Olivas-Perez, Kayla",Female,20,168,74.8,Protestant,1.6,2nd,Social Sciences,Economics and Finance,,,0,0,
987364,"Jessen, Ramon",Male,21,176,75.2,Catholic,1.4,1st,Biology,Social Sciences,,,0,0,
295254,"Zhang, Dominic",Male,21,178,77.5,Catholic,1.67,1st,Biology,Mathematics and Statistics,,,0,0,
534788,"Hill, Sarah",Female,22,154,61.5,Other,1.29,1st,Social Sciences,Economics and Finance,,,0,0,
165941,"Chheng, Matthew",Male,20,181,84.9,Other,1.09,2nd,Biology,Social Sciences,,,0,0,
388525,"Duley, Mariah",Female,20,153,62.4,Catholic,1.87,4th,Political Science,Mathematics and Statistics,52.0,48.0,0,1,23175.82
671886,"Nauth, Christopher",Male,19,178,75.5,Other,1.43,2nd,Biology,Mathematics and Statistics,,,0,0,
485019,"Mitchell, Leonel",Male,20,180,79.9,Catholic,2.38,6th,Political Science,Mathematics and Statistics,58.0,50.0,1,1,43052.22
513338,"Basak, De'Jour",Male,21,178,77.3,Protestant,3.16,4th,Biology,Social Sciences,77.0,79.0,0,0,
554629,"Song, Da",Male,18,192,90.9,Catholic,2.16,>6th,Mathematics and Statistics,Economics and Finance,84.0,88.0,1,1,43295.42
965195,"Pham, Mirza",Male,20,176,76.3,Other,1.23,1st,Social Sciences,Biology,,,0,0,
917331,"Means, Arthur",Male,20,186,84.5,Other,1.39,6th,Economics and Finance,Biology,67.0,68.0,1,0,
293860,"Ford, Josue",Male,21,176,74.4,Catholic,1.65,2nd,Economics and Finance,Environmental Sciences,,,0,0,
360030,"Price, Esmeralda",Female,22,162,68.0,Protestant,1.15,3rd,Mathematics and Statistics,Social Sciences,91.0,94.0,1,0,
622392,"Loo, Dominic",Male,19,171,71.9,Other,1.23,3rd,Economics and Finance,Social Sciences,69.0,67.0,0,0,
874795,"Wooldridge, Tessa",Female,19,168,68.9,Protestant,3.68,3rd,Political Science,Economics and Finance,66.0,64.0,0,0,
415281,"Rogers II, Nicholas",Male,23,182,77.5,Catholic,1.12,3rd,Environmental Sciences,Social Sciences,71.0,74.0,0,0,
558113,"Sanchez, Kenniese",Female,22,144,57.6,Catholic,1.05,2nd,Political Science,Environmental Sciences,,,0,0,
249073,"Ruybalid, Stephanie",Female,21,179,79.7,Muslim,2.93,1st,Biology,Environmental Sciences,,,0,0,
589812,"Penn, Ramon",Male,21,184,81.5,Other,2.23,4th,Environmental Sciences,Mathematics and Statistics,79.0,68.0,0,0,
753635,"Pierce Newsome, Brian",Male,23,180,78.1,Catholic,1.27,4th,Mathematics and Statistics,Political Science,89.0,90.0,0,0,
680065,"Sky, Duncan",Male,21,167,69.2,Catholic,3.69,6th,Mathematics and Statistics,Biology,92.0,90.0,1,1,57994.47
182574,"Lu, Ammanuel",Male,26,185,86.3,Protestant,2.3,2nd,Economics and Finance,Political Science,,,0,0,
540427,"Lara, Narmada",Female,19,163,67.5,Other,2.46,5th,Environmental Sciences,Biology,70.0,72.0,0,1,32676.81
602686,"Sanchez, Anita",Female,32,158,65.0,Other,3.09,2nd,Biology,Political Science,,,0,0,
206222,"Lierman, Benjamin",Male,21,181,78.7,Other,1.33,4th,Environmental Sciences,Political Science,73.0,64.0,0,1,32371.5
729186,"Willingham, Michael",Male,23,160,65.4,Other,1.05,4th,Political Science,Social Sciences,52.0,59.0,1,0,
324623,"Chavez, Priscilla",Female,19,157,66.1,Catholic,1.75,4th,Environmental Sciences,Mathematics and Statistics,70.0,69.0,1,1,37807.11
119206,"Nguyen, Lee",Male,23,191,89.6,Other,2.12,6th,Environmental Sciences,Social Sciences,72.0,70.0,1,1,51898.03
145139,"Kim, Michael",Male,20,170,72.9,Protestant,1.91,3rd,Mathematics and Statistics,Political Science,91.0,88.0,1,0,
492741,"Jones, Bryan",Male,26,155,64.3,Catholic,1.74,4th,Biology,Political Science,84.0,83.0,1,0,
917754,"Garcia III, Maureen",Female,22,181,77.4,Catholic,1.52,3rd,Economics and Finance,Biology,71.0,62.0,1,0,
735071,"Davis, Marisa",Female,21,188,84.2,Protestant,1.57,3rd,Political Science,Social Sciences,56.0,54.0,0,0,
203208,"Babcock, Sonia",Female,22,162,65.5,Other,2.35,2nd,Environmental Sciences,Economics and Finance,,,0,0,
217031,"Wang, Stephen",Male,23,178,79.5,Orthodox,2.27,1st,Environmental Sciences,Political Science,,,0,0,
141992,"Hein, Evelyn",Female,22,160,62.4,Catholic,3.31,1st,Political Science,Mathematics and Statistics,,,0,0,
678753,"Ochoa Mendoza, Della",Female,24,163,66.8,Catholic,1.68,2nd,Environmental Sciences,Political Science,,,0,0,
337212,"Laken, Cristian",Female,20,164,66.1,Other,1.25,2nd,Biology,Environmental Sciences,,,0,0,
974017,"Sanchez, Kimphone",Female,24,163,61.9,Orthodox,1.6,4th,Political Science,Mathematics and Statistics,63.0,53.0,0,1,37709.18
627900,"Mehrer, Jackelin",Female,20,174,71.7,Protestant,2.71,6th,Biology,Mathematics and Statistics,73.0,81.0,1,1,21281.5
375144,"Bohn, Danika",Female,25,154,62.3,Other,1.74,3rd,Environmental Sciences,Biology,74.0,70.0,1,0,
875144,"Gibson, Abraam",Male,26,184,84.9,Catholic,2.4,3rd,Economics and Finance,Environmental Sciences,71.0,72.0,0,0,
856873,"Benavidez, Mezhgan",Female,23,160,62.9,Orthodox,1.26,2nd,Political Science,Environmental Sciences,,,0,0,
500986,"Long, Sean",Male,20,182,79.0,Protestant,3.04,5th,Economics and Finance,Political Science,67.0,71.0,1,1,45477.98
607392,"Benavides, Dominika",Female,19,162,67.2,Catholic,1.23,3rd,Social Sciences,Political Science,48.0,53.0,1,0,
931516,"Buso, Michelle",Female,18,168,71.1,Catholic,2.09,4th,Biology,Mathematics and Statistics,71.0,69.0,0,0,
553233,"Munoz, Tashay",Female,20,154,62.7,Other,1.36,5th,Social Sciences,Mathematics and Statistics,46.0,36.0,0,1,22915.87
880649,"Lopez Espinal, Thy Thy",Female,19,166,69.4,Protestant,2.24,6th,Biology,Political Science,81.0,74.0,1,1,46959.94
697735,"Tobon, Nicaela",Female,25,166,68.6,Catholic,3.62,3rd,Environmental Sciences,Political Science,73.0,72.0,0,0,
494740,"Gordon, Jesus",Male,24,192,96.8,Protestant,3.06,1st,Economics and Finance,Political Science,,,0,0,
857449,"Hubbard, Larry",Male,23,197,99.2,Protestant,3.7,2nd,Mathematics and Statistics,Economics and Finance,,,0,0,
652977,"Gomez, Takeya",Female,20,166,66.9,Catholic,3.16,1st,Economics and Finance,Environmental Sciences,,,0,0,
883766,"Le, Karl",Male,18,170,73.1,Other,2.26,5th,Mathematics and Statistics,Social Sciences,88.0,91.0,1,1,40495.26
112287,"Keodara, Ramo",Male,19,176,76.1,Protestant,2.68,6th,Political Science,Mathematics and Statistics,52.0,55.0,0,1,46075.27
631426,"Soule, Ryan",Male,21,186,91.2,Other,3.15,1st,Biology,Economics and Finance,,,0,0,
566509,"Maryland, Travis",Male,24,169,66.7,Catholic,2.32,2nd,Mathematics and Statistics,Environmental Sciences,,,0,0,
732045,"Heo, Eric",Male,23,179,75.7,Catholic,1.72,1st,Mathematics and Statistics,Social Sciences,,,0,0,
266505,"James, Philip",Male,25,166,68.6,Other,1.84,4th,Economics and Finance,Mathematics and Statistics,69.0,66.0,1,0,
618746,"Hudson, Matthew",Male,18,178,80.0,Protestant,3.14,5th,Social Sciences,Environmental Sciences,44.0,41.0,0,1,40899.32
926192,"Moffitt Lucas, Alberto",Male,25,180,82.6,Other,1.03,4th,Economics and Finance,Environmental Sciences,74.0,61.0,0,1,51206.52
327609,"Mejia, Angela",Female,19,176,74.3,Catholic,3.09,2nd,Environmental Sciences,Mathematics and Statistics,,,0,0,
784345,"Deguzman, Varun",Male,22,186,81.2,Other,1.65,1st,Biology,Mathematics and Statistics,,,0,0,
630167,"Roble, Ana",Female,62,168,71.0,Muslim,1.16,2nd,Biology,Social Sciences,,,0,0,
463547,"Duncan, Zachery",Male,19,186,80.8,Protestant,2.82,3rd,Mathematics and Statistics,Economics and Finance,81.0,96.0,1,0,
387889,"Schneider, Brandi",Female,23,154,61.9,Other,1.55,1st,Biology,Environmental Sciences,,,0,0,
557281,"Powell, Naomi",Female,21,180,74.6,Catholic,1.67,2nd,Economics and Finance,Biology,,,0,0,
444812,"Bowman, Heidi",Female,22,170,71.2,Catholic,2.89,4th,Political Science,Environmental Sciences,57.0,60.0,1,1,38134.57
572619,"Evans, David",Male,20,190,91.1,Other,1.13,3rd,Economics and Finance,Environmental Sciences,66.0,73.0,0,0,
279711,"Lucero, Malachai",Male,18,193,94.7,Protestant,2.54,2nd,Mathematics and Statistics,Environmental Sciences,,,0,0,
745929,"Urbigkeit, Jacob",Male,23,178,77.4,Muslim,1.64,2nd,Environmental Sciences,Social Sciences,,,0,0,
933301,"Abul Hawa, Savannah",Female,20,148,62.0,Other,2.69,1st,Environmental Sciences,Economics and Finance,,,0,0,
373808,"Espinoza, Jazmine",Female,22,154,66.6,Catholic,2.09,4th,Social Sciences,Economics and Finance,50.0,47.0,1,1,28294.24
666355,"Hamilton, Liliane",Female,21,178,75.5,Protestant,2.05,2nd,Political Science,Environmental Sciences,,,0,0,
160403,"Cox, Tuesday",Female,20,171,68.6,Catholic,1.07,1st,Political Science,Social Sciences,,,0,0,
212520,"Brown, James",Male,25,173,71.9,Catholic,1.78,6th,Mathematics and Statistics,Environmental Sciences,91.0,86.0,0,1,42835.75
389953,"Quintana, Emerald",Female,19,159,65.2,Orthodox,1.19,5th,Political Science,Economics and Finance,58.0,57.0,0,1,20336.12
919970,"Seaney, Berta",Female,23,172,72.8,Other,1.88,3rd,Biology,Political Science,78.0,78.0,0,0,
474963,"Shumpert, Robert",Male,23,170,69.6,Protestant,1.86,6th,Environmental Sciences,Economics and Finance,73.0,66.0,1,1,37806.24
941786,"Stolley, Cameron",Male,23,200,105.5,Catholic,3.06,5th,Social Sciences,Biology,47.0,35.0,0,1,41981.27
876205,"Valdez, Aminah",Female,24,160,63.4,Catholic,1.49,4th,Political Science,Mathematics and Statistics,51.0,52.0,0,0,
859920,"Mendoza, Leaman",Male,21,193,92.2,Other,1.95,1st,Biology,Political Science,,,0,0,
813778,"Pease, Maria",Female,21,157,66.6,Protestant,1.08,3rd,Environmental Sciences,Political Science,72.0,72.0,1,0,
152166,"Jones, Chandra",Female,20,163,62.8,Catholic,1.74,1st,Social Sciences,Mathematics and Statistics,,,0,0,
950700,"Ellison, Shiann",Female,18,152,56.6,Catholic,3.82,1st,Economics and Finance,Social Sciences,,,0,0,
920751,"Sams, Cristian",Male,24,201,110.5,Catholic,1.86,5th,Biology,Social Sciences,71.0,74.0,0,1,41193.71
514716,"Nguyen, Lars",Male,20,177,74.8,Other,1.51,1st,Social Sciences,Environmental Sciences,,,0,0,
856130,"Carter, Robert",Male,18,173,73.1,Protestant,1.73,4th,Mathematics and Statistics,Political Science,81.0,90.0,1,0,
256571,"Griner, Adrian",Male,22,162,66.4,Protestant,2.8,3rd,Mathematics and Statistics,Environmental Sciences,83.0,93.0,1,0,
497329,"Leon, Alihah",Female,22,162,64.8,Other,2.28,1st,Biology,Social Sciences,,,0,0,
987786,"Johnson, Miguel",Male,22,177,74.9,Orthodox,3.83,4th,Mathematics and Statistics,Environmental Sciences,91.0,91.0,0,0,
197813,"Lucero, Whispar",Female,20,171,71.8,Other,2.12,4th,Mathematics and Statistics,Environmental Sciences,92.0,92.0,1,0,
260610,"Carter, Dru",Male,21,198,100.2,Catholic,2.08,4th,Mathematics and Statistics,Social Sciences,90.0,84.0,0,1,45540.27
758665,"Fraire, Farhiya",Female,21,163,63.9,Catholic,1.68,1st,Biology,Social Sciences,,,0,0,
194722,"Apodaca, Shayla",Female,20,166,69.3,Other,3.76,3rd,Environmental Sciences,Mathematics and Statistics,75.0,66.0,0,0,
798110,"Alvarez, Alexandra",Female,21,184,84.8,Protestant,1.42,1st,Mathematics and Statistics,Biology,,,0,0,
572612,"Ariki, Oscar",Male,22,184,82.1,Protestant,1.05,1st,Economics and Finance,Political Science,,,0,0,
782222,"Hernandez, Jocilynn",Female,20,167,73.8,Protestant,2.69,>6th,Biology,Environmental Sciences,70.0,82.0,0,1,40249.48
485634,"Almarez, Kelsey",Female,22,177,73.6,Catholic,2.26,1st,Biology,Economics and Finance,,,0,0,
533428,"Scheuermann, Ana",Female,21,181,78.2,Other,2.4,2nd,Political Science,Economics and Finance,,,0,0,
474003,"Condon, Samantha",Female,21,171,73.0,Catholic,2.71,5th,Social Sciences,Political Science,35.0,48.0,1,0,
142626,"Oeser, Makayla",Female,22,160,66.2,Catholic,3.22,3rd,Political Science,Social Sciences,52.0,58.0,1,0,
563917,"Linnebur, Daniela",Female,19,154,67.2,Catholic,1.09,2nd,Mathematics and Statistics,Biology,,,0,0,
675104,"Standish, Bryce",Male,25,179,76.7,Catholic,3.16,2nd,Environmental Sciences,Mathematics and Statistics,,,0,0,
943296,"Wong, Amninder",Male,21,186,82.9,Catholic,3.06,1st,Social Sciences,Economics and Finance,,,0,0,
613153,"Begay, Phillip",Male,22,181,81.1,Other,3.08,3rd,Economics and Finance,Mathematics and Statistics,69.0,71.0,0,0,
896212,"Tomberlin, Emily",Female,25,155,66.4,Catholic,3.7,3rd,Social Sciences,Environmental Sciences,39.0,39.0,1,0,
447520,"Geebro, Russell",Male,22,182,84.9,Catholic,1.23,4th,Environmental Sciences,Mathematics and Statistics,72.0,78.0,1,1,43281.92
842686,"Evans, Blake",Male,61,172,71.7,Other,1.24,1st,Mathematics and Statistics,Economics and Finance,,,0,0,
639871,"Nelson, Kendra",Female,22,154,65.0,Catholic,3.47,>6th,Environmental Sciences,Political Science,76.0,69.0,1,1,32890.66
361675,"Bell, M'Leesa",Female,21,154,65.2,Catholic,1.22,1st,Mathematics and Statistics,Political Science,,,0,0,
523713,"Percell, Justin",Male,21,194,91.5,Other,1.62,2nd,Social Sciences,Economics and Finance,,,0,0,
872500,"Cannon, Jonathon",Male,47,181,79.9,Catholic,1.0,1st,Mathematics and Statistics,Economics and Finance,,,0,0,
284963,"Ramos, Nicole",Female,20,163,66.7,Protestant,1.12,4th,Political Science,Economics and Finance,55.0,53.0,0,1,31731.98
141737,"Devan, Jasmine",Female,20,160,59.3,Muslim,2.01,2nd,Biology,Social Sciences,,,0,0,
497911,"Valdez, Lisa",Female,21,149,59.5,Catholic,2.8,4th,Social Sciences,Biology,47.0,39.0,1,0,
652653,"Crum, Macy",Male,21,172,72.6,Orthodox,1.75,5th,Mathematics and Statistics,Economics and Finance,90.0,92.0,0,1,39645.71
467382,"Tran, Somsanouk",Male,18,194,91.8,Catholic,1.22,2nd,Economics and Finance,Social Sciences,,,0,0,
147567,"Konrade, Grace",Female,19,168,72.7,Protestant,3.94,6th,Mathematics and Statistics,Biology,91.0,91.0,1,1,46559.13
722627,"Steward, Felicia",Female,20,158,61.4,Catholic,1.74,2nd,Biology,Social Sciences,,,0,0,
450762,"Murphy, Jessica",Female,23,153,60.8,Catholic,3.58,2nd,Social Sciences,Economics and Finance,,,0,0,
283142,"Soler, Andrea",Female,24,161,64.2,Catholic,3.75,3rd,Mathematics and Statistics,Biology,88.0,95.0,1,0,
694041,"Adams, Rah Mi",Female,20,178,77.3,Catholic,2.06,2nd,Economics and Finance,Biology,,,0,0,
570080,"Elizalde, Kathy",Female,20,156,62.3,Other,1.06,2nd,Biology,Economics and Finance,,,0,0,
481387,"Johansen, Haley",Female,24,187,81.1,Catholic,2.32,3rd,Economics and Finance,Political Science,62.0,64.0,0,0,
893995,"Nguyen, Damon",Male,22,187,83.9,Protestant,1.86,2nd,Environmental Sciences,Economics and Finance,,,0,0,
488499,"Bennett, Ashley",Female,29,159,65.6,Catholic,2.0,4th,Social Sciences,Political Science,43.0,51.0,1,1,35583.43
713094,"Napierski, Sandra",Female,19,167,67.7,Catholic,2.39,2nd,Political Science,Environmental Sciences,,,0,0,
956251,"Piazza, Trent",Male,23,181,77.0,Catholic,2.57,2nd,Mathematics and Statistics,Economics and Finance,,,0,0,
302702,"Thomas, Dakota",Female,24,162,67.2,Protestant,2.27,4th,Economics and Finance,Environmental Sciences,60.0,70.0,1,0,
799376,"Mungmee, Eisley",Male,20,174,73.1,Catholic,1.22,2nd,Environmental Sciences,Mathematics and Statistics,,,0,0,
856891,"Espinoza, Jasmine",Female,22,172,75.5,Protestant,1.02,1st,Political Science,Social Sciences,,,0,0,
235228,"Flanagan, Fatima",Female,22,166,66.3,Muslim,2.57,2nd,Biology,Political Science,,,0,0,
675239,"O'Hara, Lauren",Female,21,168,76.1,Protestant,1.25,4th,Political Science,Mathematics and Statistics,56.0,57.0,0,0,
380910,"Palmier, Menandez",Male,21,183,81.3,Catholic,3.51,2nd,Economics and Finance,Social Sciences,,,0,0,
989173,"Barnabas, Isaac",Male,21,171,70.0,Other,1.01,1st,Environmental Sciences,Mathematics and Statistics,,,0,0,
189166,"Roldan, Amanda",Female,21,170,72.7,Catholic,2.2,1st,Social Sciences,Economics and Finance,,,0,0,
178963,"Watkins IV, Jesus",Male,21,172,74.4,Protestant,1.43,3rd,Mathematics and Statistics,Economics and Finance,84.0,89.0,1,0,
566032,"Davis, Natalie",Female,22,183,80.7,Muslim,2.3,6th,Social Sciences,Political Science,52.0,56.0,1,0,
648475,"Zuther, Aaron",Male,24,174,71.8,Catholic,1.03,3rd,Mathematics and Statistics,Political Science,91.0,88.0,1,0,
364394,"Mclaren, Alec",Male,26,189,86.0,Orthodox,1.85,5th,Environmental Sciences,Economics and Finance,62.0,76.0,1,0,
673124,"Poudyal, Brendon",Male,21,165,67.0,Catholic,2.38,>6th,Social Sciences,Political Science,51.0,49.0,1,1,48426.91
318944,"Jimenez, Marissa",Female,22,177,71.7,Catholic,2.28,5th,Biology,Environmental Sciences,77.0,83.0,1,1,45007.19
244836,"Martinez, Annie",Female,23,157,62.7,Catholic,1.36,4th,Biology,Economics and Finance,76.0,76.0,0,0,
627885,"Wofford, John",Male,23,192,91.1,Other,3.3,6th,Mathematics and Statistics,Social Sciences,88.0,91.0,1,1,49455.72
773793,"Sorensen-Rucker, Monique",Female,22,163,65.1,Catholic,1.95,1st,Political Science,Biology,,,0,0,
590147,"Eagle, Henry",Male,19,179,78.8,Catholic,3.28,4th,Mathematics and Statistics,Economics and Finance,87.0,91.0,0,1,49966.24
807104,"Walker, Isaac",Male,22,185,85.4,Other,1.61,4th,Social Sciences,Political Science,49.0,55.0,1,0,
773675,"Cammack, Rachelle",Female,23,168,72.3,Protestant,2.99,1st,Environmental Sciences,Biology,,,0,0,
748957,"Jones, Hugo",Male,19,168,68.0,Catholic,1.09,1st,Mathematics and Statistics,Political Science,,,0,0,
307615,"Munnerlyn, Chance",Male,19,183,82.2,Other,1.51,2nd,Political Science,Economics and Finance,,,0,0,
874432,"Delatorre Webster, Nathan",Male,20,188,86.6,Catholic,1.75,3rd,Environmental Sciences,Political Science,72.0,73.0,1,0,
213053,"Romero, Cristal",Female,21,159,63.5,Other,3.18,3rd,Economics and Finance,Mathematics and Statistics,73.0,71.0,1,0,
253520,"Thurman, Manuel",Male,21,182,82.0,Orthodox,1.8,2nd,Environmental Sciences,Biology,,,0,0,
390650,"Middleton, Paige",Female,21,177,74.5,Catholic,1.04,4th,Environmental Sciences,Political Science,74.0,64.0,0,0,
307893,"Taylor, Lucas",Male,24,177,75.1,Other,1.92,6th,Mathematics and Statistics,Biology,83.0,86.0,0,1,40277.58
918468,"Ornelas, Nou Chee",Female,21,162,67.1,Orthodox,3.37,6th,Economics and Finance,Political Science,66.0,73.0,1,0,
200157,"Majid, Tevin",Male,21,177,76.7,Protestant,1.18,4th,Biology,Social Sciences,78.0,83.0,0,0,
921278,"Younger, Jose",Male,19,179,79.2,Protestant,2.55,3rd,Environmental Sciences,Mathematics and Statistics,66.0,75.0,0,0,
780968,"Foster-Anderson, Louis",Male,55,176,73.1,Muslim,3.68,>6th,Economics and Finance,Environmental Sciences,59.0,72.0,1,1,52875.74
531025,"Hogue, Chaelynn",Female,20,160,63.2,Catholic,1.18,3rd,Political Science,Environmental Sciences,47.0,58.0,0,0,
296334,"Bradford, Jesse",Male,21,179,77.2,Other,1.39,1st,Mathematics and Statistics,Social Sciences,,,0,0,
131274,"Coca, Irene",Female,25,168,76.6,Catholic,3.24,1st,Political Science,Mathematics and Statistics,,,0,0,
978641,"Bacon, Nicholas",Male,22,176,73.9,Other,1.14,6th,Biology,Mathematics and Statistics,80.0,82.0,0,1,46548.15
296520,"Sakai, James",Male,22,179,71.2,Other,2.71,4th,Biology,Social Sciences,81.0,77.0,1,0,
666396,"Anderson, Robert",Male,21,182,82.7,Other,1.95,1st,Mathematics and Statistics,Environmental Sciences,,,0,0,
663929,"Dillon, Will",Male,22,175,72.4,Catholic,1.95,2nd,Mathematics and Statistics,Environmental Sciences,,,0,0,
382202,"Martinez, Miranda",Female,22,151,59.4,Other,1.29,1st,Economics and Finance,Biology,,,0,0,
469432,"Green, Karina",Female,25,173,74.7,Protestant,3.7,2nd,Political Science,Biology,,,0,0,
454657,"Richy, Cybill",Male,23,184,83.1,Protestant,2.47,1st,Environmental Sciences,Economics and Finance,,,0,0,
205185,"Neal, Martin",Male,21,171,71.4,Catholic,1.34,4th,Mathematics and Statistics,Biology,90.0,92.0,1,0,
370035,"Moran, Idaly",Female,21,160,65.3,Catholic,1.43,4th,Biology,Economics and Finance,86.0,82.0,1,0,
559634,"Rodriguez-Marquez, Brechelle",Female,23,177,80.4,Other,3.13,2nd,Social Sciences,Political Science,,,0,0,
805758,"Schmidt, Wesley",Male,18,179,74.4,Orthodox,3.31,6th,Environmental Sciences,Economics and Finance,78.0,73.0,1,1,40590.54
295796,"Bigback, Mato Ty",Male,20,178,75.3,Muslim,1.67,3rd,Biology,Political Science,81.0,75.0,1,0,
342326,"Johnson, Megan",Female,21,168,69.3,Muslim,2.64,3rd,Social Sciences,Economics and Finance,42.0,44.0,1,0,
548221,"Temple, Davena",Female,21,170,71.7,Protestant,1.23,5th,Economics and Finance,Environmental Sciences,65.0,66.0,1,1,39415.45
232563,"Swanson, Rosalba",Female,20,162,65.8,Other,1.38,2nd,Economics and Finance,Political Science,,,0,0,
516192,"Johnson, Robert",Male,21,179,79.2,Catholic,1.36,1st,Environmental Sciences,Biology,,,0,0,
607691,"Martinez Fernandez, Aram",Female,22,141,57.8,Catholic,3.82,2nd,Biology,Environmental Sciences,,,0,0,
457741,"Anderson, Samantha",Female,22,156,65.9,Protestant,1.64,2nd,Political Science,Economics and Finance,,,0,0,
621070,"Martin, Christopher",Male,22,178,76.2,Catholic,1.23,5th,Mathematics and Statistics,Environmental Sciences,89.0,91.0,1,0,
572099,"Maldonado, Rachel",Female,44,167,70.0,Catholic,2.75,3rd,Social Sciences,Mathematics and Statistics,40.0,50.0,1,0,
750403,"Chou, Dwight",Male,23,178,78.4,Other,1.69,5th,Mathematics and Statistics,Environmental Sciences,88.0,91.0,0,1,53051.93
541619,"Christian, Anizza",Female,22,160,62.4,Other,1.47,2nd,Environmental Sciences,Biology,,,0,0,
421143,"Xayavong, Joseph",Male,25,166,64.5,Other,2.27,1st,Mathematics and Statistics,Social Sciences,,,0,0,
362030,"Doud, Kendra",Female,21,172,74.3,Other,3.19,5th,Biology,Political Science,69.0,76.0,1,0,
282162,"Sysavat, Elijah",Male,23,171,69.4,Other,1.83,4th,Environmental Sciences,Biology,78.0,65.0,0,0,
926695,"Mack, Everardo",Male,21,186,79.6,Muslim,3.7,2nd,Environmental Sciences,Economics and Finance,,,0,0,
344331,"Yang, Denis",Male,20,181,83.9,Catholic,1.76,4th,Economics and Finance,Mathematics and Statistics,61.0,75.0,1,0,
375990,"Gangavelli, Ceverris",Male,19,201,105.3,Protestant,1.38,3rd,Mathematics and Statistics,Biology,86.0,92.0,1,0,
160979,"Rice, Wyleen",Female,19,170,72.5,Catholic,1.03,3rd,Environmental Sciences,Political Science,68.0,59.0,0,0,
333672,"Hoang, Kenneth",Male,18,181,79.0,Other,3.64,2nd,Social Sciences,Mathematics and Statistics,,,0,0,
944434,"Stampley, Autriana",Female,22,181,84.1,Orthodox,2.01,2nd,Environmental Sciences,Biology,,,0,0,
801691,"Lark, Oscar",Male,22,172,73.3,Muslim,2.54,1st,Environmental Sciences,Mathematics and Statistics,,,0,0,
338299,"Benson, Yzabel",Female,22,190,85.0,Other,2.41,1st,Environmental Sciences,Mathematics and Statistics,,,0,0,
258568,"Lockett, Nathan",Male,21,169,70.6,Catholic,1.64,5th,Political Science,Environmental Sciences,53.0,57.0,1,1,41594.78
508892,"Martinez, Xiao",Female,23,174,73.9,Other,1.16,1st,Economics and Finance,Political Science,,,0,0,
462915,"Rios-Romero, Salina",Female,20,151,60.9,Protestant,1.8,5th,Political Science,Environmental Sciences,61.0,58.0,1,0,
926334,"Vega-Lomeli, Tonya",Female,55,152,59.8,Protestant,2.47,1st,Political Science,Biology,,,0,0,
422442,"Underwood, Cody James",Male,22,180,77.3,Catholic,3.39,3rd,Economics and Finance,Biology,75.0,64.0,1,0,
599285,"Demming, Claudia",Female,21,162,67.2,Catholic,3.27,1st,Economics and Finance,Mathematics and Statistics,,,0,0,
153742,"Isbell, Casandra",Female,21,165,66.6,Other,2.68,6th,Economics and Finance,Environmental Sciences,73.0,68.0,1,1,44709.67
290369,"Soyolsaikhan, Olagappan",Male,23,184,80.8,Catholic,3.74,6th,Biology,Social Sciences,83.0,68.0,0,1,50350.42
599804,"Lones, Krishawnda",Female,20,159,66.9,Protestant,2.56,2nd,Social Sciences,Environmental Sciences,,,0,0,
